tx_id,client_id,merchant_id,amount,hour,country,channel,distance_km,account_age_days,is_fraud,client_tx_freq
930,694,518,28.52,14,ES,app,11.1,1061,0,0.1
931,645,496,134.57,19,BR,app,8.75,103,0,0.2
932,840,53,202.55,7,BR,pos,3.85,1559,0,0.6
933,309,492,123.64,19,US,online,0.57,955,0,0.3
934,779,511,61.49,17,BR,pos,14.47,871,0,0.3
935,531,129,241.21,4,BR,pos,3.14,1811,1,0.4
936,1128,594,93.99,3,BR,app,3.85,574,0,0.5
937,190,367,180.15,21,BR,online,7.61,691,0,0.2
938,178,331,131.86,21,BR,online,7.76,1050,0,0.6
939,554,506,91.09,23,BR,online,4.33,441,0,0.5
940,610,357,459.47,2,AR,online,14.46,232,1,0.6
941,829,381,82.82,21,MX,pos,1.7,252,0,0.2
942,485,219,140.39,20,BR,online,14.26,561,0,0.2
943,1096,649,131.54,18,BR,online,6.93,146,0,0.2
944,569,678,152.22,11,BR,pos,4.14,920,0,0.3
945,156,92,437.2,12,BR,online,1.88,1813,0,0.4
946,143,513,202.74,10,BR,online,9.9,464,0,0.6
947,1168,17,90.36,0,AR,pos,2.91,75,0,0.1
948,161,258,350.01,12,BR,pos,2.51,72,0,0.3
949,1137,679,227.95,5,BR,app,22.02,304,1,0.3
950,334,123,91.84,4,US,pos,2.26,1068,1,0.4
951,112,264,314.74,1,MX,app,1.66,859,0,0.3
952,366,154,38.38,10,BR,online,13.46,732,0,0.4
953,738,510,49.6,1,BR,pos,10.52,1377,0,0.1
954,514,325,26.44,20,ES,pos,5.35,713,0,0.3
955,942,415,14.73,21,BR,pos,3.63,1124,0,0.1
956,733,659,299.71,19,US,pos,4.59,1819,0,0.4
957,481,365,153.65,7,US,online,5.48,310,0,0.3
958,761,514,29.29,3,BR,online,12.36,204,0,0.6
959,1165,69,128.92,12,BR,pos,10.08,397,0,0.3
960,494,151,249.93,16,BR,pos,6.32,282,0,0.4
961,184,662,70.74,0,BR,online,6.26,1513,0,0.4
962,491,601,102.82,20,BR,pos,13.9,1599,0,0.3
963,1008,460,473.79,10,AR,pos,4.12,1022,0,0.3
964,261,265,110.53,19,US,pos,1.81,238,0,0.2
965,1139,140,32.01,1,PT,online,20.42,1553,1,0.3
966,706,596,85.82,10,ES,app,6.33,1674,0,0.4
967,722,549,27.1,10,AR,pos,29.14,744,0,0.3
968,381,169,214.66,1,BR,pos,5.6,1226,0,0.4
969,1104,413,62.13,16,BR,pos,8.39,1110,0,0.4
970,44,433,60.34,22,BR,pos,3.82,964,0,0.4
971,359,334,502.33,12,BR,online,10.21,645,0,0.4
972,502,648,44.45,9,BR,app,6.39,508,0,0.6
973,573,87,36.78,15,BR,online,7.03,503,0,0.3
974,569,181,52.12,8,BR,pos,9.11,656,0,0.3
975,178,67,255.4,8,BR,app,5.71,1387,0,0.6
976,271,485,194.97,18,MX,pos,9.96,1507,0,0.2
977,115,451,84.88,14,BR,pos,4.65,207,0,0.4
978,687,691,78.4,6,BR,online,9.58,105,0,0.4
979,421,380,184.31,9,BR,online,1.46,873,0,0.3
980,679,106,158.07,20,BR,pos,2.26,1402,0,0.1
981,708,316,116.36,12,BR,online,3.77,1024,0,0.4
982,842,62,199.85,1,BR,online,2.76,1510,0,0.2
983,656,469,48.82,20,BR,app,2.98,1302,0,0.4
984,777,472,63.1,17,US,online,11.83,1288,0,0.2
985,704,600,207.42,6,BR,online,6.53,983,0,0.3
986,783,238,167.76,23,ES,online,5.71,100,0,0.7
987,740,217,136.01,22,AR,pos,10.03,328,0,0.5
988,380,50,490.61,23,BR,pos,10.61,1355,1,0.2
989,296,291,231.96,9,BR,pos,5.18,564,0,0.4
990,945,333,87.06,22,BR,pos,16.99,1320,0,0.4
991,411,528,68.21,19,AR,online,6.84,619,0,0.8
992,659,527,173.7,20,US,pos,12.65,24,0,0.1
993,237,99,299.07,13,US,online,4.64,1234,0,0.1
994,518,200,22.62,6,PT,pos,9.74,1628,1,0.4
995,636,358,164.54,5,BR,online,13.51,814,0,0.3
996,751,235,101.43,23,US,online,12.41,242,0,0.3
997,632,18,153.61,12,BR,pos,11.6,757,0,0.2
998,433,592,34.08,22,US,online,4.45,1753,0,0.3
999,1154,512,298.92,13,BR,pos,2.64,581,0,0.6
1000,615,364,355.15,12,AR,pos,2.34,130,0,0.3
1001,970,222,217.13,1,BR,app,5.49,1401,0,0.5
1002,884,590,404.01,9,BR,online,5.16,435,0,0.4
1003,670,25,97.32,13,BR,pos,10.74,69,0,0.1
1004,1063,313,161.65,2,ES,pos,8.14,1260,0,0.3
1005,154,560,219.44,3,BR,online,2.41,618,0,0.6
1006,1105,667,175.39,14,BR,pos,15.22,251,0,0.3
1007,1020,176,107.85,5,BR,app,9.35,99,0,0.3
1008,604,455,117.37,16,BR,pos,4.19,338,0,0.3
1009,880,133,333.64,11,MX,app,4.84,273,0,0.4
1010,624,82,130.74,9,ES,pos,20.32,21,0,0.2
1011,323,247,287.4,2,MX,online,2.76,677,1,0.3
1012,960,619,125.49,9,MX,app,21.05,1508,0,0.2
1013,295,482,286.21,13,BR,online,6.4,722,0,0.4
1014,378,342,141.78,13,BR,pos,6.75,69,0,0.4
1015,623,198,206.62,6,BR,pos,10.08,1609,0,0.4
1016,1005,100,75.89,0,US,app,1.76,1154,0,0.4
1017,461,190,161.39,22,BR,app,9.32,1759,0,0.4
1018,593,107,76.87,22,AR,online,13.32,1063,0,0.4
1019,50,131,95.36,21,BR,pos,5.37,871,0,0.5
1020,139,481,101.85,6,BR,online,7.64,933,0,0.5
1021,68,93,115.77,14,BR,pos,29.57,12,0,0.1
1022,87,34,263.79,3,MX,pos,14.35,685,0,0.4
1023,1042,380,92.34,21,AR,online,3.51,806,1,0.1
1024,1010,201,149.23,0,BR,pos,5.09,547,0,0.3
1025,986,318,286.84,11,MX,pos,6.24,1527,0,0.4
1026,67,98,203.55,20,MX,pos,15.0,1746,0,0.4
1027,94,147,23.18,17,BR,app,3.5,873,0,0.3
1028,337,309,33.1,20,AR,pos,12.43,1433,0,0.7
1029,678,483,177.8,11,BR,pos,12.49,407,0,0.5
1030,401,290,88.5,2,BR,online,8.02,1684,0,0.6
1031,585,379,28.39,0,BR,online,15.35,1283,0,0.1
1032,208,365,83.16,3,BR,online,3.82,1339,0,0.3
1033,877,188,182.7,1,BR,online,17.54,1085,0,0.2
1034,377,196,100.93,10,BR,online,1.38,1513,0,0.2
1035,80,298,138.54,1,BR,pos,3.48,975,1,0.4
1036,891,23,108.43,4,US,pos,1.42,1759,0,0.3
1037,1083,480,73.55,10,BR,online,4.02,1209,0,0.7
1038,18,430,159.07,17,BR,pos,12.66,828,0,0.2
1039,524,214,25.16,16,BR,app,10.4,381,0,0.4
1040,992,262,65.61,1,BR,online,9.26,1655,0,0.5
1041,847,230,231.34,21,MX,pos,3.97,103,0,0.4
1042,1028,456,34.23,13,MX,online,7.55,79,0,0.3
1043,498,532,133.27,8,BR,pos,17.66,57,0,0.6
1044,447,76,94.55,9,AR,pos,4.12,197,0,0.4
1045,851,289,87.26,20,BR,online,4.29,451,0,0.4
1046,185,10,246.97,11,ES,online,4.45,895,0,0.8
1047,288,317,281.16,5,BR,app,8.89,505,0,0.4
1048,721,174,52.0,10,BR,online,11.86,829,0,0.2
1049,802,235,116.52,1,BR,pos,13.85,817,0,0.3
1050,144,320,18.0,3,BR,pos,6.22,800,0,0.3
1051,610,227,237.31,7,BR,online,5.76,109,0,0.6
1052,438,276,127.96,5,BR,pos,4.9,980,0,0.1
1053,602,535,31.8,8,BR,pos,11.32,547,0,0.1
1054,1150,567,68.49,1,US,online,1.84,982,0,0.4
1055,92,5,47.67,14,US,app,6.91,111,0,0.3
1056,1194,265,65.03,2,BR,pos,6.95,1588,0,0.3
1057,540,592,20.2,5,MX,pos,12.62,1318,0,0.5
1058,926,371,331.23,23,BR,online,2.43,631,0,0.5
1059,509,144,53.9,0,ES,online,13.32,656,0,0.2
1060,373,415,133.02,6,BR,pos,10.83,577,0,0.5
1061,924,102,181.48,12,MX,pos,25.22,1808,0,0.4
1062,825,16,281.44,7,PT,online,22.08,1281,0,0.2
1063,173,443,136.58,7,MX,pos,16.8,840,0,0.5
1064,846,361,107.1,3,MX,pos,0.98,1183,0,0.3
1065,903,529,141.0,10,BR,online,2.67,118,0,0.2
1066,466,242,51.72,18,AR,pos,15.4,1514,0,0.3
1067,1110,598,55.78,14,BR,pos,6.78,1087,0,0.3
1068,769,295,105.1,22,BR,pos,22.06,565,0,0.1
1069,401,516,12.38,16,ES,pos,8.17,1265,0,0.6
1070,13,71,74.92,18,BR,pos,12.31,12,0,0.2
1071,810,68,89.79,10,BR,app,11.68,895,0,0.4
1072,251,548,444.74,14,PT,pos,8.01,1722,0,0.1
1073,908,583,306.57,13,BR,online,15.58,1386,0,0.1
1074,630,659,181.0,19,BR,pos,13.0,81,0,0.3
1075,560,227,241.47,12,BR,app,2.93,1076,0,0.2
1076,197,16,55.34,9,AR,app,30.9,1241,0,0.2
1077,854,685,143.9,1,MX,online,2.68,961,0,0.2
1078,199,421,220.97,20,BR,online,4.27,588,0,0.7
1079,501,173,55.81,10,BR,online,12.16,1239,0,0.3
1080,1003,534,33.21,19,BR,app,10.58,773,0,0.2
1081,1104,632,167.34,16,US,app,13.78,1731,0,0.4
1082,1186,200,37.29,0,US,pos,6.6,1529,0,0.3
1083,1149,538,193.15,15,ES,online,11.15,1659,0,0.1
1084,667,551,278.15,11,BR,app,4.54,766,0,0.4
1085,241,351,57.49,5,BR,online,8.17,1236,0,0.1
1086,1007,443,61.67,6,BR,online,20.3,264,0,0.6
1087,962,189,272.56,15,BR,online,2.66,1373,0,0.4
1088,1188,650,137.14,2,BR,pos,16.24,1377,0,0.3
1089,781,688,248.0,14,BR,pos,6.99,1415,0,0.3
1090,170,686,108.24,20,BR,online,3.71,37,0,0.2
1091,603,516,114.84,2,PT,online,3.95,832,0,0.2
1092,538,30,134.43,0,BR,pos,6.82,502,1,0.2
1093,1011,257,385.92,1,BR,online,16.76,1670,0,0.1
1094,471,312,234.7,17,AR,pos,11.11,982,0,0.3
1095,394,671,72.78,20,BR,online,2.45,1116,0,0.4
1096,96,383,151.81,23,BR,online,15.67,799,0,0.3
1097,1002,375,102.24,0,BR,online,13.91,208,0,0.3
1098,906,103,87.26,11,BR,pos,1.4,1132,0,0.2
1099,50,555,189.28,1,BR,pos,3.56,1115,0,0.5
1100,521,236,162.43,8,US,online,17.97,696,0,0.6
1101,576,65,58.11,7,BR,pos,8.04,1149,0,0.2
1102,563,691,134.69,14,BR,online,15.61,713,0,0.6
1103,1102,133,85.01,21,BR,pos,0.66,1205,0,0.5
1104,181,12,180.76,19,BR,online,0.35,636,0,0.2
1105,368,55,81.86,1,BR,app,12.77,1411,0,0.1
1106,217,317,115.4,5,ES,online,4.93,1619,1,0.3
1107,293,72,89.28,6,BR,pos,13.29,884,0,0.8
1108,1088,590,24.15,6,BR,pos,15.75,32,0,0.2
1109,1128,359,373.22,8,BR,pos,5.0,1245,0,0.5
1110,54,227,133.56,14,US,pos,7.47,1714,0,0.3
1111,758,3,381.89,17,US,online,6.22,1295,0,0.2
1112,280,336,138.21,22,BR,online,4.93,654,0,0.3
1113,231,106,213.98,16,US,app,9.49,1030,0,0.4
1114,351,684,77.03,7,BR,app,14.64,666,0,0.1
1115,234,204,78.7,4,AR,pos,4.31,1413,0,0.5
1116,588,332,127.91,9,BR,pos,4.29,1325,1,0.3
1117,1194,14,379.62,19,AR,pos,5.04,1141,0,0.3
1118,704,92,59.99,23,BR,pos,12.17,709,0,0.3
1119,868,146,17.91,9,US,app,15.67,315,0,0.5
1120,592,37,268.25,4,BR,pos,6.13,1125,0,0.3
1121,17,508,223.31,0,US,online,1.05,616,0,0.2
1122,101,661,93.51,1,AR,pos,3.15,1649,0,0.1
1123,323,689,479.26,15,BR,pos,5.83,116,0,0.3
1124,293,186,492.92,14,BR,online,3.82,1544,0,0.8
1125,1008,552,22.25,15,BR,pos,2.43,1422,0,0.3
1126,1012,353,75.48,0,BR,pos,8.33,941,0,0.3
1127,1025,33,127.2,10,AR,online,35.97,1812,0,0.4
1128,765,64,177.22,4,BR,pos,3.36,1308,0,0.4
1129,667,383,158.41,8,US,online,9.56,77,0,0.4
1130,779,297,133.17,14,AR,online,11.75,716,0,0.3
1131,488,6,51.92,6,US,pos,12.44,1533,0,0.3
1132,804,651,193.43,15,US,pos,7.65,1416,0,0.3
1133,953,511,201.32,6,BR,pos,2.55,293,0,0.5
1134,915,352,255.4,12,BR,online,14.58,311,0,0.7
1135,736,690,45.24,11,BR,pos,1.65,1686,0,0.1
1136,70,679,111.91,9,MX,online,7.04,84,1,0.3
1137,870,681,89.78,3,ES,app,6.49,1733,0,0.3
1138,440,181,44.42,13,BR,online,2.77,987,0,0.5
1139,892,616,110.51,23,PT,app,5.04,1473,1,0.5
1140,647,353,54.4,15,ES,online,12.14,393,0,0.4
1141,1057,508,37.48,17,BR,online,7.04,628,0,0.3
1142,406,601,225.33,19,AR,pos,1.99,1330,0,0.4
1143,1117,115,93.1,0,US,pos,13.38,296,0,0.8
1144,1013,314,72.35,19,BR,app,24.74,185,0,0.2
1145,397,91,299.01,5,BR,pos,2.3,1111,0,0.4
1146,579,196,205.61,15,BR,online,7.51,16,1,0.3
1147,638,290,15.64,23,AR,online,7.73,1713,1,0.4
1148,922,598,178.06,21,BR,pos,2.24,1233,0,0.3
1149,827,604,177.45,9,AR,online,18.38,1302,0,0.2
1150,1022,273,106.87,20,US,app,7.85,914,0,0.4
1151,444,231,103.66,14,US,pos,14.93,1138,0,0.3
1152,606,371,27.44,3,BR,pos,10.0,1737,0,0.4
1153,517,638,475.65,5,BR,pos,17.92,9,0,0.3
1154,1091,683,110.17,22,BR,online,9.89,452,0,0.3
1155,366,159,171.11,21,BR,online,5.52,1272,0,0.4
1156,704,131,115.07,21,BR,app,11.49,225,0,0.3
1157,145,495,73.4,9,BR,online,3.92,448,0,0.3
1158,1020,211,237.56,7,BR,pos,12.3,43,0,0.3
1159,461,140,148.38,19,BR,app,3.35,101,0,0.4
1160,409,22,110.91,0,BR,online,7.31,811,0,0.1
1161,699,282,169.78,21,BR,app,6.22,1204,0,0.3
1162,599,274,123.56,14,MX,online,9.38,184,0,0.3
1163,1017,394,399.29,15,BR,pos,19.92,1793,0,0.3
1164,638,140,231.98,10,PT,online,4.9,1415,0,0.4
1165,620,500,190.24,23,US,pos,14.27,1209,0,0.3
1166,126,476,31.16,17,BR,online,18.32,132,0,0.4
1167,27,324,195.0,1,PT,online,13.97,947,0,0.2
1168,478,127,191.55,12,MX,online,9.33,1680,0,0.2
1169,1197,355,55.3,20,US,online,8.98,435,0,0.3
1170,1100,472,30.39,1,BR,pos,4.64,987,0,0.2
1171,755,261,225.39,17,BR,online,1.69,1030,0,0.1
1172,757,185,245.27,5,BR,online,8.07,1271,1,0.2
1173,470,355,79.05,12,AR,online,19.41,1676,0,0.3
1174,213,249,76.04,21,BR,online,21.25,239,0,0.3
1175,11,280,146.48,11,BR,online,2.09,115,0,0.2
1176,407,244,92.85,0,BR,online,20.82,164,1,0.3
1177,380,213,29.68,0,BR,pos,11.87,488,1,0.2
1178,230,502,54.72,17,BR,pos,10.92,646,0,0.2
1179,311,322,166.59,22,BR,pos,19.31,1603,0,0.2
1180,30,327,57.62,7,PT,online,15.69,950,0,0.3
1181,729,457,253.86,22,BR,app,3.3,1359,0,0.3
1182,1113,253,189.35,10,BR,pos,4.19,1050,0,0.5
1183,829,71,171.49,1,BR,pos,1.46,1738,1,0.2
1184,538,596,144.19,12,BR,online,10.57,602,1,0.2
1185,504,39,70.56,23,BR,online,3.67,1221,0,0.1
1186,369,400,208.1,6,BR,pos,5.35,498,0,0.2
1187,171,186,68.81,23,ES,online,17.77,426,0,0.2
1188,718,150,263.66,15,ES,pos,11.61,1791,0,0.3
1189,680,30,358.42,9,MX,online,11.83,44,0,0.3
1190,9,630,147.73,16,MX,online,30.5,498,0,0.3
1191,499,301,327.19,9,BR,online,0.18,705,0,0.2
1192,334,240,55.43,2,BR,online,3.86,252,0,0.4
1193,205,519,190.87,20,BR,online,6.19,1408,0,0.3
1194,843,28,130.62,8,AR,online,4.1,656,0,0.1
1195,631,395,228.09,13,BR,pos,14.84,838,0,0.4
1196,760,346,16.79,17,BR,online,6.8,555,0,0.3
1197,856,387,218.72,1,BR,pos,2.97,1627,0,0.2
1198,1178,87,76.49,17,BR,app,9.91,770,0,0.4
1199,963,666,135.59,8,US,app,11.16,1437,0,0.2
1200,744,167,470.31,13,BR,pos,3.21,1138,0,0.4
1201,1054,475,195.44,10,BR,online,7.06,1744,0,0.4
1202,573,523,177.51,18,BR,pos,11.35,1101,1,0.3
1203,1181,241,167.23,4,MX,app,18.45,1799,0,0.6
1204,913,92,282.68,2,BR,pos,4.48,1274,0,0.2
1205,781,208,233.56,9,BR,online,12.27,108,0,0.3
1206,1084,565,168.58,2,BR,pos,5.08,286,0,0.3
1207,618,634,153.72,5,BR,online,8.59,1441,0,0.4
1208,865,655,146.25,15,MX,pos,3.49,84,0,0.2
1209,342,159,125.2,19,BR,online,12.0,347,0,0.4
1210,1155,424,44.5,16,ES,online,16.37,1443,0,0.7
1211,748,106,192.48,7,BR,pos,7.31,648,0,0.2
1212,938,497,83.09,19,BR,pos,6.59,397,0,0.3
1213,553,291,113.77,9,ES,pos,6.11,361,0,0.5
1214,1040,499,244.58,4,BR,pos,2.66,576,0,0.2
1215,89,479,127.48,18,MX,app,13.73,1529,0,0.2
1216,137,694,119.98,12,BR,pos,18.13,832,0,0.5
1217,609,342,148.06,8,BR,app,4.26,1740,0,0.3
1218,879,239,102.6,15,BR,online,9.48,1307,1,0.2
1219,971,369,463.67,17,BR,online,11.77,490,0,0.2
1220,528,114,422.28,5,MX,pos,5.01,299,0,0.4
1221,779,79,415.02,2,BR,online,21.19,1722,0,0.3
1222,664,363,167.63,12,BR,app,9.61,1646,0,0.7
1223,1153,577,78.71,1,BR,online,2.08,224,0,0.4
1224,785,373,249.14,15,BR,online,16.97,587,0,0.4
1225,500,547,103.23,10,BR,online,7.54,1356,0,0.5
1226,1163,125,264.35,5,ES,pos,5.75,1793,0,0.5
1227,129,315,75.62,14,BR,pos,13.01,1649,0,0.3
1228,1181,429,176.48,9,BR,online,5.15,521,0,0.6
1229,185,244,290.17,9,BR,online,20.3,1636,0,0.8
1230,346,10,107.88,5,BR,online,17.38,1324,0,0.6
1231,985,52,107.57,16,BR,online,22.19,844,0,0.2
1232,880,649,33.77,21,AR,pos,29.39,688,0,0.4
1233,1164,423,77.62,14,BR,pos,11.64,1484,0,0.4
1234,900,185,165.26,5,MX,online,8.09,1526,0,0.2
1235,764,181,183.81,20,BR,online,4.98,1668,0,0.4
1236,416,28,203.33,2,BR,pos,12.46,844,0,0.4
1237,6,661,21.56,6,PT,online,28.86,487,0,0.7
1238,149,76,103.63,0,MX,online,2.68,1588,1,0.4
1239,358,531,38.04,20,PT,pos,10.21,553,0,0.1
1240,50,168,159.25,1,BR,online,2.05,1376,0,0.5
1241,610,235,27.48,13,ES,online,1.96,929,0,0.6
1242,933,192,49.72,4,MX,online,18.54,1069,0,0.5
1243,1155,577,230.79,5,MX,pos,16.55,383,0,0.7
1244,588,23,85.36,14,US,online,4.76,456,0,0.3
1245,1050,247,329.06,19,ES,pos,3.15,1191,0,0.4
1246,1182,196,207.1,0,BR,pos,22.77,474,0,0.1
1247,1031,191,108.36,3,AR,pos,3.38,1221,1,0.1
1248,558,135,256.36,6,US,pos,2.46,1809,0,0.3
1249,390,638,115.75,22,AR,online,3.48,151,0,0.2
1250,1173,265,221.73,1,AR,online,11.0,1688,0,0.2
1251,291,293,74.39,4,BR,online,32.09,313,0,0.2
1252,494,270,266.62,9,BR,pos,5.05,253,0,0.4
1253,89,686,30.38,7,BR,pos,18.38,1522,0,0.2
1254,952,237,49.65,1,AR,pos,8.91,373,0,0.3
1255,780,239,57.99,12,AR,pos,1.06,1182,0,0.3
1256,102,230,81.26,14,MX,online,5.18,195,0,0.5
1257,267,229,169.58,4,AR,online,16.68,159,0,0.3
1258,666,63,132.74,16,BR,online,16.07,368,0,0.5
1259,648,423,223.51,1,BR,pos,4.56,950,0,0.3
1260,962,18,292.91,17,US,online,13.68,530,0,0.4
1261,320,158,26.87,6,PT,app,7.41,408,0,0.2
1262,1109,142,316.96,5,US,online,10.69,1528,0,0.5
1263,533,204,113.76,4,PT,pos,19.09,318,0,0.4
1264,987,529,409.73,20,ES,online,4.72,174,0,0.5
1265,286,420,71.57,12,BR,pos,5.97,202,0,0.1
1266,45,693,18.83,16,AR,online,19.33,1609,0,0.3
1267,67,246,208.75,4,BR,pos,29.9,868,0,0.4
1268,447,650,199.68,1,BR,app,15.27,1773,0,0.4
1269,1143,32,50.91,0,BR,pos,10.21,1473,0,0.7
1270,59,353,55.84,10,BR,online,15.18,514,0,0.4
1271,443,559,235.22,7,BR,pos,5.16,1443,0,0.3
1272,132,372,175.53,18,US,online,8.52,833,1,0.1
1273,1117,653,104.94,18,BR,online,1.94,1022,0,0.8
1274,810,220,188.48,7,BR,pos,5.25,966,0,0.4
1275,915,24,163.11,10,BR,pos,11.18,1384,0,0.7
1276,856,541,61.43,9,BR,online,9.48,376,0,0.2
1277,788,48,247.48,16,MX,pos,0.68,109,1,0.2
1278,928,535,215.28,15,BR,pos,6.74,1335,0,0.3
1279,10,513,135.05,15,BR,pos,9.33,1740,0,0.3
1280,1038,591,235.33,1,ES,online,9.61,1058,1,0.2
1281,888,335,443.59,8,MX,pos,2.4,215,0,0.2
1282,887,626,55.23,23,US,online,13.86,205,1,0.4
1283,472,119,108.74,8,AR,online,27.14,994,0,0.5
1284,961,304,113.04,4,BR,online,15.05,1635,0,1.0
1285,458,86,231.77,4,AR,app,8.53,1120,0,0.1
1286,59,537,80.42,0,BR,online,23.14,552,0,0.4
1287,1089,500,222.85,18,BR,online,5.17,1133,0,0.1
1288,282,564,88.62,0,BR,online,12.61,285,0,0.3
1289,123,535,49.43,14,AR,online,7.84,875,0,0.2
1290,746,216,141.14,9,BR,app,23.31,1791,0,0.4
1291,281,48,87.02,2,BR,pos,3.61,1149,0,0.3
1292,1029,650,151.8,21,BR,pos,3.61,188,0,0.2
1293,533,345,179.36,17,AR,pos,19.64,368,0,0.4
1294,6,66,29.1,19,BR,online,11.97,109,0,0.7
1295,1142,649,95.54,22,BR,pos,20.73,734,0,0.2
1296,618,695,141.23,21,BR,app,3.94,434,0,0.4
1297,316,312,236.02,16,AR,pos,4.62,1787,0,0.2
1298,813,539,216.39,12,BR,pos,10.5,583,0,0.5
1299,637,26,66.21,16,ES,online,2.03,64,0,0.8
1300,36,66,117.45,10,BR,pos,9.96,792,0,0.3
1301,911,194,186.09,4,BR,online,5.89,1345,0,0.2
1302,482,459,111.17,9,BR,pos,7.81,1250,0,0.2
1303,840,94,72.0,11,BR,online,13.8,1782,0,0.6
1304,1074,24,128.9,1,BR,pos,14.31,668,0,0.1
1305,733,468,173.72,20,BR,app,26.24,954,0,0.4
1306,806,539,60.66,21,PT,pos,17.63,1021,0,0.3
1307,306,517,200.58,10,BR,online,1.1,44,0,0.3
1308,285,559,147.5,11,BR,pos,3.89,11,1,0.1
1309,498,562,205.72,20,BR,app,4.2,1452,0,0.6
1310,1023,422,126.72,10,BR,pos,16.41,703,0,0.2
1311,629,364,400.32,16,BR,app,23.76,1256,0,0.2
1312,418,599,171.32,12,BR,pos,2.74,1724,0,0.4
1313,935,244,222.18,6,BR,app,16.7,447,0,0.4
1314,1024,69,200.01,19,BR,online,8.54,1414,0,0.5
1315,1083,526,116.26,4,PT,pos,7.63,390,0,0.7
1316,359,193,160.42,5,US,pos,5.1,1352,0,0.4
1317,851,685,82.01,16,PT,app,6.81,292,0,0.4
1318,708,290,381.38,17,BR,online,10.0,556,0,0.4
1319,539,596,185.09,22,MX,online,5.62,858,0,0.5
1320,476,30,68.36,17,BR,online,11.54,891,0,0.2
1321,138,461,325.34,0,BR,pos,7.66,56,0,0.2
1322,330,314,120.9,20,MX,app,7.0,1541,0,0.3
1323,660,324,244.04,9,BR,pos,13.14,12,0,0.1
1324,1063,186,28.26,0,BR,online,10.72,1606,1,0.3
1325,1039,679,286.51,13,MX,online,0.73,377,0,0.2
1326,225,275,179.72,4,BR,app,11.9,1297,0,0.3
1327,815,595,63.67,9,BR,online,10.28,1298,0,0.3
1328,102,298,177.49,11,BR,online,18.41,833,0,0.5
1329,810,34,356.42,1,BR,online,10.59,981,0,0.4
1330,410,615,84.06,20,ES,pos,6.51,134,0,0.2
1331,540,130,83.13,12,BR,pos,4.93,1644,0,0.5
1332,861,189,114.9,23,BR,online,1.66,218,0,0.5
1333,510,602,140.24,11,BR,online,8.45,1201,1,0.4
1334,969,625,255.04,14,PT,app,4.24,1,0,0.3
1335,640,641,186.86,19,AR,online,20.33,1361,0,0.3
1336,1198,298,114.82,5,BR,online,8.73,656,0,0.3
1337,766,530,165.44,21,ES,online,3.24,879,0,0.2
1338,356,230,395.08,4,BR,online,1.19,43,0,0.5
1339,930,518,209.95,23,PT,pos,1.77,400,0,0.2
1340,490,352,124.45,15,BR,pos,11.19,794,0,0.6
1341,641,37,112.23,12,BR,online,21.92,1310,0,0.4
1342,165,293,158.46,5,BR,app,12.92,1090,0,0.3
1343,144,327,252.92,13,ES,online,7.79,476,0,0.3
1344,690,180,74.5,13,PT,app,30.29,1087,0,0.1
1345,224,262,229.86,23,BR,online,14.96,407,0,0.1
1346,1197,352,122.56,20,BR,online,10.66,1013,0,0.3
1347,1026,35,136.62,11,BR,app,6.36,986,0,0.5
1348,841,107,603.9,9,BR,app,22.69,413,0,0.3
1349,881,536,214.14,9,BR,pos,6.87,366,0,0.5
1350,714,246,89.26,9,BR,pos,4.23,948,0,0.1
1351,73,426,179.35,0,US,pos,8.05,1071,0,0.5
1352,471,396,261.53,0,BR,pos,9.33,1788,0,0.3
1353,595,386,215.76,18,PT,online,15.87,904,0,0.3
1354,1098,289,15.18,6,BR,pos,4.14,811,0,0.6
1355,264,338,132.44,9,BR,pos,4.85,868,0,0.1
1356,596,576,184.92,16,BR,pos,5.07,1596,0,0.4
1357,413,675,174.56,14,BR,app,7.72,560,0,0.4
1358,162,180,95.17,8,BR,pos,3.3,696,0,0.4
1359,124,468,218.31,18,AR,online,20.16,673,1,0.5
1360,439,678,287.33,3,BR,online,1.79,1137,0,0.2
1361,99,6,30.09,11,BR,pos,23.13,1276,0,0.2
1362,81,549,27.2,2,MX,online,14.78,879,0,0.3
1363,421,348,178.23,12,BR,app,3.91,482,0,0.3
1364,243,677,230.78,2,BR,online,7.24,1257,0,0.7
1365,666,405,84.35,22,AR,online,4.5,503,0,0.5
1366,22,586,16.33,15,BR,pos,14.96,1637,0,0.4
1367,362,117,134.1,5,BR,online,21.52,1139,0,0.8
1368,544,100,176.42,14,MX,pos,48.81,805,0,0.2
1369,1155,648,107.85,8,PT,online,12.33,426,0,0.7
1370,761,368,265.91,12,BR,pos,1.84,1382,0,0.6
1371,1056,391,168.9,4,BR,pos,3.64,1113,0,0.4
1372,412,119,77.07,12,US,app,11.89,1610,0,0.2
1373,540,159,83.82,2,BR,online,7.49,1289,0,0.5
1374,505,572,136.27,3,BR,online,14.64,1441,0,0.1
1375,1064,213,102.23,14,BR,pos,10.8,169,0,0.2
1376,1151,409,25.36,12,US,app,3.97,45,0,0.7
1377,1154,222,158.71,7,BR,pos,6.57,1201,0,0.6
1378,902,185,85.63,1,BR,pos,15.14,1,0,0.3
1379,604,117,97.83,10,BR,pos,11.26,1626,0,0.3
1380,649,650,54.79,22,BR,pos,14.75,1611,0,0.4
1381,1176,658,362.52,16,PT,app,2.55,1068,0,0.4
